source_label,native_category,visual_category,occurrence_count,workflow_ids,semantic_role,canonical_role_iri,role_assignment,decision,mapping_state,anchor_iri,confidence,rationale 
Mixing duration,process,process,2,ink-preparation-for-deposition-of-catalytic-layers; roller-mixer-and-zirconia-beads-for-ref-pefc-inks,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,operating_or_geometric_parameter,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mixing-duration-process,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Mixing speed,process,process,2,ink-preparation-for-deposition-of-catalytic-layers; roller-mixer-and-zirconia-beads-for-ref-pefc-inks,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,mixing_speed_is_parameter,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mixing-speed-process,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Model Electrochemistry in a RDE Cell,,model,8,cl-for-rde; image-fib-tomography-dataparameter-extraction-3d; image-parameter-extraction-2d; model-electrochemistry-in-a-rde-cell,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,workflow_or_analysis,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/model-electrochemistry-in-a-rde-cell-model,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Modeling of Hydrophobic Treatment of GDL,,model,11,ai-based-generation-of-structural-digital-twins-of-multi-scale-tomographies; image-x-ray-tomography-data-parameter-extraction-3d; modeling-of-hydrophobic-treatment-of-gdl; modeling-of-mpl-coating-of-gdl; simulation-of-single-phase-3d-apparent-properties; simulation-of-two-phase-3d-apparent-properties; voxel-based-3d-effective-diffusivity-simulation; voxel-based-3d-electric-conductiviy-simulation; voxel-based-3d-permability-simulation; voxel-based-3d-thermal-conductivity-simulation; water-retention-curve-simulation,Manufacturing,https://w3id.org/h2kg/hydrogen-ontology#Manufacturing,physical_manufacturing_workflow,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/modeling-of-hydrophobic-treatment-of-gdl-model,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Modeling of MPL coating of GDL,,model,14,ai-based-generation-of-structural-digital-twins-of-multi-scale-tomographies; image-classification-of-x-ray-tomography-data; image-fib-tomography-dataparameter-extraction-3d; image-x-ray-tomography-data-parameter-extraction-3d; modeling-of-hydrophobic-treatment-of-gdl; modeling-of-mpl-coating-of-gdl; mpl-saturation-determination-from-x-ray-ct-data; simulation-of-single-phase-3d-apparent-properties; simulation-of-two-phase-3d-apparent-properties; voxel-based-3d-effective-diffusivity-simulation; voxel-based-3d-electric-conductiviy-simulation; voxel-based-3d-permability-simulation; voxel-based-3d-thermal-conductivity-simulation; water-retention-curve-simulation,Manufacturing,https://w3id.org/h2kg/hydrogen-ontology#Manufacturing,physical_manufacturing_workflow,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/modeling-of-mpl-coating-of-gdl-model,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Molecular Dynamics for the Electrode | Electrolyte Interface - MetalWalls,,method,8,density-potential-functional-theory-applied-to-supported-electrocatalysts; dip-and-pull-operando-or-in-situ-xps; hierarchical-model-for-electrocatalytic-reactions; irras-operando-or-in-situ-ftir; molecular-dynamics-for-the-electrode-electrolyte-interface-metalwalls; operando-or-in-situ-xas-photon-out; operando-saxs-or-waxs-small-or-wide-angle-x-ray-spectroscopy; thin-windows-operando-or-in-situ-xps,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,molecular_dynamics_metal_walls_is_process,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/molecular-dynamics-for-the-electrode-electrolyte-interface-metalwalls-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Molecular Dynamics for the Electrode | Electrolyte Interface in presence of ionomer,,method,9,dft-onto-idealized-surfaces; dip-and-pull-operando-or-in-situ-xps; iet-ink-to-composition-model; irras-operando-or-in-situ-ftir; molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer; operando-or-in-situ-xas-photon-out; operando-saxs-or-waxs-small-or-wide-angle-x-ray-spectroscopy; tem-and-eds-analysis-of-mea; thin-windows-operando-or-in-situ-xps,Process,https://w3id.org/h2kg/hydrogen-ontology#Process,molecular_dynamics_ionomer_is_process,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Molecular fluorescent probe (acidic),material,material,2,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med; confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-acidic-med2,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,material_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/molecular-fluorescent-probe-acidic-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Molecular fluorescent probe (alkaline),material,material,3,confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-alkaline-m; confocal-laser-scanning-microscope-clsm-and-fluorescent-probes-for-local-ph-assessment-in-alkaline-m2; development-of-ratiometric-fluorescent-probes-for-local-ph-assessement-in-alkaline-media,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,material_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/molecular-fluorescent-probe-alkaline-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Monomer concentration in the electrolyte,material,material,3,accelerated-stress-test-ast-on-nanostructured-electrodes; eis-on-nanostructured-electrodes; model-electrochemistry-in-a-rde-cell,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,operating_or_geometric_parameter,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/monomer-concentration-in-the-electrolyte-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL 3D voxel data classified,meso,data,12,ai-based-generation-of-structural-digital-twins-of-multi-scale-tomographies; image-classification-of-fib-tomography-data; image-classification-on-nm-scale; image-fib-tomography-dataparameter-extraction-3d; modeling-of-mpl-coating-of-gdl; simulation-of-single-phase-3d-apparent-properties; simulation-of-two-phase-3d-apparent-properties; voxel-based-3d-effective-diffusivity-simulation; voxel-based-3d-electric-conductiviy-simulation; voxel-based-3d-permability-simulation; voxel-based-3d-thermal-conductivity-simulation; water-retention-curve-simulation,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-3d-voxel-data-classified,unreviewed,Reviewed recurring DECODE dataset anchor pending an H2KG vocabulary decision.
MPL 3D voxel data raw,meso,data,5,fib-measurements-on-gdl-or-mpl-and-catalyst-materials; image-classification-of-fib-tomography-data; image-classification-on-nm-scale; lab-ct-measurements-on-gdl-or-mpl-materials; synch-ct-measurements-on-gdl-or-mpl-materials,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-3d-voxel-data-raw-meso,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL average pore radius,component,component,5,cea-mea-model-europium-2d; fitting-of-the-europium-model; mpl-parameter-estimation-from-gdl-and-substrate-data; simulation-of-single-phase-3d-apparent-properties; simulation-of-two-phase-3d-apparent-properties,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-average-pore-radius-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL breakthrough pressure,component,component,1,water-retention-curve-simulation,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,operating_or_geometric_parameter,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-breakthrough-pressure-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL coating process parameters,process,process,1,modeling-of-mpl-coating-of-gdl,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,mpl_coating_parameters_are_parameters,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-coating-process-parameters-process,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL conductivity,component,component,5,cea-mea-model-europium-2d; fitting-of-the-europium-model; mpl-parameter-estimation-from-gdl-and-substrate-data; simulation-of-single-phase-3d-apparent-properties; voxel-based-3d-electric-conductiviy-simulation,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-conductivity-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL cross section 2D pixel data containing surface information of element distributions,meso,data,2,image-parameter-extraction-2d; sem-and-edx,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-cross-section-2d-pixel-data-containing-surface-information-of-element-distributions-meso,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL density,component,component,2,image-fib-tomography-dataparameter-extraction-3d; image-parameter-extraction-2d,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-density-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL effective water permeability,component,component,3,cea-mea-model-europium-2d; fitting-of-the-europium-model; simulation-of-two-phase-3d-apparent-properties,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-effective-water-permeability-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL external contact angle,component,component,1,wilhelmy-wettability-measurement,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-external-contact-angle-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL in plane 2D pixel data containing surface information of element distributions,meso,data,1,sem-and-edx,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-in-plane-2d-pixel-data-containing-surface-information-of-element-distributions-meso,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL ink,material,material,1,impregnation-by-immersion-and-blade-coating,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,explicit_mapping,strict_alt_label,approved_h2kg,https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerInk,high,Reviewed abbreviation for microporous-layer ink.
MPL ink composition and properties,material,material,1,modeling-of-mpl-coating-of-gdl,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,material_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-ink-composition-and-properties-material,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL internal contact angle,component,component,1,water-retention-curve-simulation,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-internal-contact-angle-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL parameter estimation from GDL and substrate data,,method,21,cea-mea-model-europium-2d; current-modulated-hydrogen-flow-rate-spectroscopy-ch2s; diffusivities-from-tortuosities; electrical-conductivity; electrical-contact-resistance; electrical-tlm-characterization-of-a-gdl-with-defined-compression; fitting-of-the-europium-model; gas-permeability-of-a-gdl-with-defined-compression; gdl-compressability; hg-porosimetry-gdl; image-parameter-extraction-2d; image-x-ray-tomography-data-parameter-extraction-3d; microscopy-sem-and-optical-in-mea-cross-section; mpl-parameter-estimation-from-gdl-and-substrate-data; sem-and-edx; sem-and-fib-layer; simulation-of-single-phase-3d-apparent-properties; simulation-of-two-phase-3d-apparent-properties; voxel-based-3d-effective-diffusivity-simulation; voxel-based-3d-electric-conductiviy-simulation; voxel-based-3d-permability-simulation,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-parameter-estimation-from-gdl-and-substrate-data-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL permeability,component,component,6,cea-mea-model-europium-2d; fitting-of-the-europium-model; mpl-parameter-estimation-from-gdl-and-substrate-data; simulation-of-single-phase-3d-apparent-properties; simulation-of-two-phase-3d-apparent-properties; voxel-based-3d-permability-simulation,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,explicit_mapping,strict_alt_label,approved_h2kg,https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPermeability,high,Reviewed abbreviation for microporous-layer permeability.
MPL porosity,component,component,7,cea-mea-model-europium-2d; current-modulated-hydrogen-flow-rate-spectroscopy-ch2s; diffusivities-from-tortuosities; fitting-of-the-europium-model; mpl-parameter-estimation-from-gdl-and-substrate-data; simulation-of-single-phase-3d-apparent-properties; voxel-based-3d-effective-diffusivity-simulation,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,explicit_mapping,strict_alt_label,approved_h2kg,https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerPorosity,high,Reviewed abbreviation for microporous-layer porosity.
MPL saturation,component,component,4,cea-mea-model-europium-2d; determination-of-cl-saturation-by-saxs-or-sans; image-x-ray-tomography-data-parameter-extraction-3d; mpl-saturation-determination-from-x-ray-ct-data,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,operating_or_geometric_parameter,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-saturation-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL saturation determination from X-ray CT-data,,method,16,ai-based-generation-of-structural-digital-twins-of-multi-scale-tomographies; blade-coating-and-decal-transfer-for-ref-pefc-ccm; electrospray-deposition-of-catalyst-layers; image-classification-of-x-ray-tomography-data; image-x-ray-tomography-data-parameter-extraction-3d; impregnation-by-immersion-and-blade-coating; modeling-of-mpl-coating-of-gdl; mpl-saturation-determination-from-x-ray-ct-data; simulation-of-single-phase-3d-apparent-properties; simulation-of-two-phase-3d-apparent-properties; ultrasonic-spray-deposition-for-catalytic-layers; voxel-based-3d-effective-diffusivity-simulation; voxel-based-3d-electric-conductiviy-simulation; voxel-based-3d-permability-simulation; voxel-based-3d-thermal-conductivity-simulation; water-retention-curve-simulation,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,operating_or_geometric_parameter,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-saturation-determination-from-x-ray-ct-data-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL saturation maps,meso,data,2,image-x-ray-tomography-data-parameter-extraction-3d; mpl-saturation-determination-from-x-ray-ct-data,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,operating_or_geometric_parameter,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-saturation-maps-meso,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL saturation profiles,macrohomogeneous local,other,2,cea-mea-model-europium-2d; determination-of-cl-saturation-by-saxs-or-sans,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,operating_or_geometric_parameter,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-saturation-profiles-macrohomogeneous-local,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL structural parameters,component,component,1,neutron-imaging,Matter,https://w3id.org/h2kg/hydrogen-ontology#Matter,component_category_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-structural-parameters-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL thermal conductivity,component,component,5,cea-mea-model-europium-2d; fitting-of-the-europium-model; simulation-of-single-phase-3d-apparent-properties; simulation-of-two-phase-3d-apparent-properties; voxel-based-3d-thermal-conductivity-simulation,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-thermal-conductivity-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL thickness,component,component,11,cea-mea-model-europium-2d; current-modulated-hydrogen-flow-rate-spectroscopy-ch2s; diffusivities-from-tortuosities; fib-measurements-on-gdl-or-mpl-and-catalyst-materials; fitting-of-the-europium-model; image-fib-tomography-dataparameter-extraction-3d; image-parameter-extraction-2d; image-x-ray-tomography-data-parameter-extraction-3d; mpl-parameter-estimation-from-gdl-and-substrate-data; sem-and-edx; sem-and-fib-layer,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,explicit_mapping,strict_alt_label,approved_h2kg,https://w3id.org/h2kg/hydrogen-ontology#MicroporousLayerThickness,high,Reviewed abbreviation for microporous-layer thickness.
MPL tortuosity,component,component,7,cea-mea-model-europium-2d; current-modulated-hydrogen-flow-rate-spectroscopy-ch2s; diffusivities-from-tortuosities; fitting-of-the-europium-model; simulation-of-single-phase-3d-apparent-properties; simulation-of-two-phase-3d-apparent-properties; voxel-based-3d-effective-diffusivity-simulation,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-tortuosity-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL water distribution,meso,data,1,ct-based-capillary-pressure-saturation-curves,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-water-distribution-meso,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL water retention curve,component,component,5,cea-mea-model-europium-2d; ct-based-capillary-pressure-saturation-curves; fitting-of-the-europium-model; simulation-of-two-phase-3d-apparent-properties; water-retention-curve-simulation,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-water-retention-curve-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL X-ray 3D voxel data classified,meso,data,4,ai-based-generation-of-structural-digital-twins-of-multi-scale-tomographies; image-classification-of-x-ray-tomography-data; image-x-ray-tomography-data-parameter-extraction-3d; mpl-saturation-determination-from-x-ray-ct-data,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-x-ray-3d-voxel-data-classified-meso,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL X-ray 3D voxel data raw,meso,data,3,ct-based-capillary-pressure-saturation-curves; image-classification-of-x-ray-tomography-data; mpl-saturation-determination-from-x-ray-ct-data,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-x-ray-3d-voxel-data-raw-meso,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL X-ray 3D voxel data wet classified,meso,data,4,ai-based-generation-of-structural-digital-twins-of-multi-scale-tomographies; image-classification-of-x-ray-tomography-data; image-x-ray-tomography-data-parameter-extraction-3d; mpl-saturation-determination-from-x-ray-ct-data,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-x-ray-3d-voxel-data-wet-classified-meso,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL X-ray 3D voxel data wet operando classified,meso,data,3,ai-based-generation-of-structural-digital-twins-of-multi-scale-tomographies; image-classification-of-x-ray-tomography-data; image-x-ray-tomography-data-parameter-extraction-3d,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-x-ray-3d-voxel-data-wet-operando-classified-meso,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL X-ray 3D voxel data wet operando raw,meso,data,1,image-classification-of-x-ray-tomography-data,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-x-ray-3d-voxel-data-wet-operando-raw-meso,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
MPL X-ray 3D voxel data wet raw,meso,data,3,ct-based-capillary-pressure-saturation-curves; image-classification-of-x-ray-tomography-data; mpl-saturation-determination-from-x-ray-ct-data,Data,https://w3id.org/h2kg/hydrogen-ontology#Data,data_product,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/mpl-x-ray-3d-voxel-data-wet-raw-meso,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Neutron Imaging,,method,5,blade-coating-and-decal-transfer-for-ref-pefc-ccm; electrospray-deposition-of-catalyst-layers; impregnation-by-immersion-and-blade-coating; neutron-imaging; ultrasonic-spray-deposition-for-catalytic-layers,Measurement,https://w3id.org/h2kg/hydrogen-ontology#Measurement,method_visual_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/neutron-imaging-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
operando SAXS/WAXS (small/wide angle X-ray spectroscopy),,method,6,ab-initio-molecular-dynamics-aimd-of-the-solid-liquid-interface-at-a-pt-electrode; density-potential-functional-theory-applied-to-supported-electrocatalysts; dft-onto-idealized-surfaces; molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer; molecular-dynamics-for-the-electrode-electrolyte-interface-metalwalls; operando-saxs-or-waxs-small-or-wide-angle-x-ray-spectroscopy,Measurement,https://w3id.org/h2kg/hydrogen-ontology#Measurement,method_visual_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/operando-saxs-waxs-small-wide-angle-x-ray-spectroscopy-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
operando/in-situ XAS (photon-out),,method,6,ab-initio-molecular-dynamics-aimd-of-the-solid-liquid-interface-at-a-pt-electrode; density-potential-functional-theory-applied-to-supported-electrocatalysts; dft-onto-idealized-surfaces; molecular-dynamics-for-the-electrode-electrolyte-interface-in-presence-of-ionomer; molecular-dynamics-for-the-electrode-electrolyte-interface-metalwalls; operando-or-in-situ-xas-photon-out,Measurement,https://w3id.org/h2kg/hydrogen-ontology#Measurement,method_visual_default,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/operando-in-situ-xas-photon-out-method,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Operating PEWE cell,device,device,2,additional-measurements-on-pewe-during-operation; eis-on-pewe-cells,Instrument,https://w3id.org/h2kg/hydrogen-ontology#Instrument,operating_pewe_cell_is_instrument,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/operating-pewe-cell-device,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Optimal catalyst loading for XAS signal,component,component,2,development-of-a-zero-gap-cell-for-gde-based-spectrocopy-measurement; three-electrode-cell-assesement-of-cl-by-xas-xanes-exafs-xrd,Parameter,https://w3id.org/h2kg/hydrogen-ontology#Parameter,operating_or_geometric_parameter,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/optimal-catalyst-loading-for-xas-signal-component,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
ORR charge transfer coefficient,LRE,device,1,adsorbate-surface-diffusion-on-electrocatalyst-support,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/orr-charge-transfer-coefficient-lre,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
Oxidation state changes,LRE,device,2,development-of-a-zero-gap-cell-for-gde-based-spectrocopy-measurement; three-electrode-cell-assesement-of-cl-by-xas-xanes-exafs-xrd,Property,https://w3id.org/h2kg/hydrogen-ontology#Property,physical_or_derived_property,reviewed_decode_anchor,reviewed_decode,https://w3id.org/h2kg/decode/workflow/anchor/oxidation-state-changes-lre,reviewed_structural,DECODE-specific concept retained as a stable reviewed anchor. Its source topology is preserved; no H2KG synonym or new public term was asserted.
