Acetic Acid Solution | https://w3id.org/h2kg/hydrogen-ontology#AceticAcidSolution | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Platinum Coated Glass Slide | https://w3id.org/h2kg/hydrogen-ontology#PlatinumCoatedGlassSlide | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=3
PLGA | https://w3id.org/h2kg/hydrogen-ontology#PLGA | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Pneumatic Dispenser | https://w3id.org/h2kg/hydrogen-ontology#PneumaticDispenser | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Pneumatic Jack | https://w3id.org/h2kg/hydrogen-ontology#PneumaticJack | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Polarization Curve Dataset | https://w3id.org/h2kg/hydrogen-ontology#PolarizationCurveDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=9
Poly Acrylic Acid | https://w3id.org/h2kg/hydrogen-ontology#PolyAcrylicAcid | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Poly L Lysine | https://w3id.org/h2kg/hydrogen-ontology#PolyLLysine | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Poly Vinyl Alcohol | https://w3id.org/h2kg/hydrogen-ontology#PolyVinylAlcohol | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Polybenzimidazole | https://w3id.org/h2kg/hydrogen-ontology#Polybenzimidazole | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Polycarbosilane Preceramic Polymer SMP 10 | https://w3id.org/h2kg/hydrogen-ontology#PolycarbosilanePreceramicPolymerSMP10 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Polydimethylsiloxane | https://w3id.org/h2kg/hydrogen-ontology#Polydimethylsiloxane | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Polyethersulfone | https://w3id.org/h2kg/hydrogen-ontology#Polyethersulfone | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Polyethylene Glycol | https://w3id.org/h2kg/hydrogen-ontology#PolyethyleneGlycol | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Polyethylene Glycol 1000 | https://w3id.org/h2kg/hydrogen-ontology#PolyethyleneGlycol1000 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Polyethylene Oxide | https://w3id.org/h2kg/hydrogen-ontology#PolyethyleneOxide | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Polyethylene Terephthalate Fabric | https://w3id.org/h2kg/hydrogen-ontology#PolyethyleneTerephthalateFabric | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Polyhedral Oligomeric Silsesquioxane | https://w3id.org/h2kg/hydrogen-ontology#PolyhedralOligomericSilsesquioxane | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Polymeric Dispersant PD 1 | https://w3id.org/h2kg/hydrogen-ontology#PolymericDispersantPD1 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Polymeric Dispersant PD 2 | https://w3id.org/h2kg/hydrogen-ontology#PolymericDispersantPD2 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Polymeric Dispersant PD 3 | https://w3id.org/h2kg/hydrogen-ontology#PolymericDispersantPD3 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Polymeric Dispersant PD 4 | https://w3id.org/h2kg/hydrogen-ontology#PolymericDispersantPD4 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Polymethylsilsesquioxane Resin | https://w3id.org/h2kg/hydrogen-ontology#PolymethylsilsesquioxaneResin | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Polypropylene Glycol 2000 | https://w3id.org/h2kg/hydrogen-ontology#PolypropyleneGlycol2000 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Polyvinyl Alcohol | https://w3id.org/h2kg/hydrogen-ontology#PolyvinylAlcohol | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Polyvinylidene Fluoride | https://w3id.org/h2kg/hydrogen-ontology#PolyvinylideneFluoride | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Polyvinylpyrrolidone | https://w3id.org/h2kg/hydrogen-ontology#Polyvinylpyrrolidone | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Pore Size Distribution Dataset | https://w3id.org/h2kg/hydrogen-ontology#PoreSizeDistributionDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=2
Porous Alumina Ceramic Carrier | https://w3id.org/h2kg/hydrogen-ontology#PorousAluminaCeramicCarrier | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=7
Porous Ceramic Property Dataset | https://w3id.org/h2kg/hydrogen-ontology#PorousCeramicPropertyDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=0
Porphyrin P | https://w3id.org/h2kg/hydrogen-ontology#PorphyrinP | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Potassium Chloride Electrolyte | https://w3id.org/h2kg/hydrogen-ontology#PotassiumChlorideElectrolyte | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=4
Potassium Geopolymer Lattice | https://w3id.org/h2kg/hydrogen-ontology#PotassiumGeopolymerLattice | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Potassium Hydroxide | https://w3id.org/h2kg/hydrogen-ontology#PotassiumHydroxide | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=3
Potassium Iodide | https://w3id.org/h2kg/hydrogen-ontology#PotassiumIodide | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Potassium Persulfate Initiator | https://w3id.org/h2kg/hydrogen-ontology#PotassiumPersulfateInitiator | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Potassium Phosphate Buffer | https://w3id.org/h2kg/hydrogen-ontology#PotassiumPhosphateBuffer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Potassium Silicate | https://w3id.org/h2kg/hydrogen-ontology#PotassiumSilicate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Potassium Sodium Tartrate | https://w3id.org/h2kg/hydrogen-ontology#PotassiumSodiumTartrate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Potassium Sulfate | https://w3id.org/h2kg/hydrogen-ontology#PotassiumSulfate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Potentiostatic Activation | https://w3id.org/h2kg/hydrogen-ontology#PotentiostaticActivation | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Powder Ink | https://w3id.org/h2kg/hydrogen-ontology#PowderInk | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Precursor Solution | https://w3id.org/h2kg/hydrogen-ontology#PrecursorSolution | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Pressure Bonding Electrode Preparation | https://w3id.org/h2kg/hydrogen-ontology#PressureBondingElectrodePreparation | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Pressure Regulator | https://w3id.org/h2kg/hydrogen-ontology#PressureRegulator | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Printed Composite Structure | https://w3id.org/h2kg/hydrogen-ontology#PrintedCompositeStructure | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=6
Printed Ferritin Pre Catalyst Pattern | https://w3id.org/h2kg/hydrogen-ontology#PrintedFerritinPreCatalystPattern | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Printed Gold Electrode | https://w3id.org/h2kg/hydrogen-ontology#PrintedGoldElectrode | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=3
Printed Green Part | https://w3id.org/h2kg/hydrogen-ontology#PrintedGreenPart | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=3
Printed Grid Structure | https://w3id.org/h2kg/hydrogen-ontology#PrintedGridStructure | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=3
Printed Pillar Array | https://w3id.org/h2kg/hydrogen-ontology#PrintedPillarArray | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Printing Platform Stage | https://w3id.org/h2kg/hydrogen-ontology#PrintingPlatformStage | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Procedure Specification | https://w3id.org/h2kg/hydrogen-ontology#ProcedureSpecification | type=https://w3id.org/h2kg/hydrogen-ontology#Measurement | incoming_refs=0
Propylene Glycol 12 | https://w3id.org/h2kg/hydrogen-ontology#PropyleneGlycol12 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Propylene Glycol 13 | https://w3id.org/h2kg/hydrogen-ontology#PropyleneGlycol13 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Propylene Glycol Monomethyl Ether | https://w3id.org/h2kg/hydrogen-ontology#PropyleneGlycolMonomethylEther | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Propylene Glycol Monomethyl Ether Acetate | https://w3id.org/h2kg/hydrogen-ontology#PropyleneGlycolMonomethylEtherAcetate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Protic Ionic Liquid Grafted Polybenzimidazole | https://w3id.org/h2kg/hydrogen-ontology#ProticIonicLiquidGraftedPolybenzimidazole | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Proton Conduct Layer | https://w3id.org/h2kg/hydrogen-ontology#ProtonConductLayer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Protonated Membrane | https://w3id.org/h2kg/hydrogen-ontology#ProtonatedMembrane | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Pseudo Boehmite | https://w3id.org/h2kg/hydrogen-ontology#PseudoBoehmite | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Pt 111 Surface | https://w3id.org/h2kg/hydrogen-ontology#Pt111Surface | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=4
Pt 3 Co On Carbon Catalyst | https://w3id.org/h2kg/hydrogen-ontology#Pt3CoOnCarbonCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Pt Alloy Catalyst | https://w3id.org/h2kg/hydrogen-ontology#PtAlloyCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Pt Co On Carbon Catalyst | https://w3id.org/h2kg/hydrogen-ontology#PtCoOnCarbonCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Pt Effectiveness | https://w3id.org/h2kg/hydrogen-ontology#PtEffectiveness | type=https://w3id.org/h2kg/hydrogen-ontology#Property | incoming_refs=1
Pt Ketjen Black Catalyst | https://w3id.org/h2kg/hydrogen-ontology#PtKetjenBlackCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Pt Mesoporous Carbon Catalyst | https://w3id.org/h2kg/hydrogen-ontology#PtMesoporousCarbonCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Pt NCNT Fs Catalyst | https://w3id.org/h2kg/hydrogen-ontology#PtNCNTFsCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Pt On Carbon Catalyst | https://w3id.org/h2kg/hydrogen-ontology#PtOnCarbonCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=13
Pt On Nb B 2 Catalyst | https://w3id.org/h2kg/hydrogen-ontology#PtOnNbB2Catalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Pt On Orange Peel Activated Carbon Catalyst | https://w3id.org/h2kg/hydrogen-ontology#PtOnOrangePeelActivatedCarbonCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Pt Poisoning By Ionomer | https://w3id.org/h2kg/hydrogen-ontology#PtPoisoningByIonomer | type=https://w3id.org/h2kg/hydrogen-ontology#Property | incoming_refs=1
Pt Ru Black Catalyst | https://w3id.org/h2kg/hydrogen-ontology#PtRuBlackCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Pt Ru On Carbon Catalyst | https://w3id.org/h2kg/hydrogen-ontology#PtRuOnCarbonCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=5
PTFE Polymer | https://w3id.org/h2kg/hydrogen-ontology#PTFEPolymer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=5
PTFE Suspension 60 wt Percent | https://w3id.org/h2kg/hydrogen-ontology#PTFESuspension60wtPercent | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Purging Activation | https://w3id.org/h2kg/hydrogen-ontology#PurgingActivation | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Pyrex Glass | https://w3id.org/h2kg/hydrogen-ontology#PyrexGlass | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Quantum Dot | https://w3id.org/h2kg/hydrogen-ontology#QuantumDot | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Quantum Dot Ink | https://w3id.org/h2kg/hydrogen-ontology#QuantumDotInk | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=4
Quantum Dot Photoresist | https://w3id.org/h2kg/hydrogen-ontology#QuantumDotPhotoresist | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Quartz Capillary | https://w3id.org/h2kg/hydrogen-ontology#QuartzCapillary | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Quartz Crystal Microbalance | https://w3id.org/h2kg/hydrogen-ontology#QuartzCrystalMicrobalance | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
Quaternary Ammonium Silica Precursor | https://w3id.org/h2kg/hydrogen-ontology#QuaternaryAmmoniumSilicaPrecursor | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Quaternized Silica Filler | https://w3id.org/h2kg/hydrogen-ontology#QuaternizedSilicaFiller | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Quokka SANS Instrument | https://w3id.org/h2kg/hydrogen-ontology#QuokkaSANSInstrument | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Radiometer Photometer | https://w3id.org/h2kg/hydrogen-ontology#RadiometerPhotometer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Raman Spectrometer | https://w3id.org/h2kg/hydrogen-ontology#RamanSpectrometer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Rapid Cool Down Activation | https://w3id.org/h2kg/hydrogen-ontology#RapidCoolDownActivation | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
RDERotator | https://w3id.org/h2kg/hydrogen-ontology#RDERotator | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Reaction Area Position In Catalyst Layer | https://w3id.org/h2kg/hydrogen-ontology#ReactionAreaPositionInCatalystLayer | type=https://w3id.org/h2kg/hydrogen-ontology#Parameter | incoming_refs=3
Reaction Layer | https://w3id.org/h2kg/hydrogen-ontology#ReactionLayer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Recurrent Neural Network Model | https://w3id.org/h2kg/hydrogen-ontology#RecurrentNeuralNetworkModel | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=0
Reference Electrode Mercurous Sulfate | https://w3id.org/h2kg/hydrogen-ontology#ReferenceElectrodeMercurousSulfate | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
Reference Electrode Mercury Mercury Oxide | https://w3id.org/h2kg/hydrogen-ontology#ReferenceElectrodeMercuryMercuryOxide | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=3
Relative Density | https://w3id.org/h2kg/hydrogen-ontology#RelativeDensity | type=https://w3id.org/h2kg/hydrogen-ontology#Property | incoming_refs=0
Relevance Vector Machine Model | https://w3id.org/h2kg/hydrogen-ontology#RelevanceVectorMachineModel | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=0
Rheology Dataset | https://w3id.org/h2kg/hydrogen-ontology#RheologyDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=1
Rheometer | https://w3id.org/h2kg/hydrogen-ontology#Rheometer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=5
Rhodamine B | https://w3id.org/h2kg/hydrogen-ontology#RhodamineB | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
RM 257 | https://w3id.org/h2kg/hydrogen-ontology#RM257 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Roll Press Machine | https://w3id.org/h2kg/hydrogen-ontology#RollPressMachine | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Roll To Roll Production | https://w3id.org/h2kg/hydrogen-ontology#RollToRollProduction | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Rolling Machine | https://w3id.org/h2kg/hydrogen-ontology#RollingMachine | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Rotor Stator Homogenizer | https://w3id.org/h2kg/hydrogen-ontology#RotorStatorHomogenizer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=0
RRDEAssembly | https://w3id.org/h2kg/hydrogen-ontology#RRDEAssembly | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
s PPB | https://w3id.org/h2kg/hydrogen-ontology#sPPB | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Sawdust | https://w3id.org/h2kg/hydrogen-ontology#Sawdust | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Sawdust Derived Biochar | https://w3id.org/h2kg/hydrogen-ontology#SawdustDerivedBiochar | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Screen Printing Machine | https://w3id.org/h2kg/hydrogen-ontology#ScreenPrintingMachine | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Segmented Cell System | https://w3id.org/h2kg/hydrogen-ontology#SegmentedCellSystem | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=3
Selenium Powder | https://w3id.org/h2kg/hydrogen-ontology#SeleniumPowder | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
SEM Image Dataset | https://w3id.org/h2kg/hydrogen-ontology#SEMImageDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=2
SEM Instrument | https://w3id.org/h2kg/hydrogen-ontology#SEMInstrument | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=8
SEM Micrograph Dataset | https://w3id.org/h2kg/hydrogen-ontology#SEMMicrographDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=1
Sesbania Powder | https://w3id.org/h2kg/hydrogen-ontology#SesbaniaPowder | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
SHE | https://w3id.org/h2kg/hydrogen-ontology#SHE | type=https://w3id.org/emmo/domain/electrochemistry#electrochemistry_7729c34e_1ae9_403d_b933_1765885e7f29 | incoming_refs=0
SHE | https://w3id.org/h2kg/hydrogen-ontology#SHE_2 | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Si OC Ceramic | https://w3id.org/h2kg/hydrogen-ontology#SiOCCeramic | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Silica Coated Pt On Carbon Catalyst | https://w3id.org/h2kg/hydrogen-ontology#SilicaCoatedPtOnCarbonCatalyst | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=2
Silica Nanosheet | https://w3id.org/h2kg/hydrogen-ontology#SilicaNanosheet | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=3
Silica Template Etching | https://w3id.org/h2kg/hydrogen-ontology#SilicaTemplateEtching | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Silicon Calibration Standard | https://w3id.org/h2kg/hydrogen-ontology#SiliconCalibrationStandard | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Silicon Carbide Chopped Fiber | https://w3id.org/h2kg/hydrogen-ontology#SiliconCarbideChoppedFiber | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Silicon Dioxide | https://w3id.org/h2kg/hydrogen-ontology#SiliconDioxide | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Silicon Wafer Substrate | https://w3id.org/h2kg/hydrogen-ontology#SiliconWaferSubstrate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Silicone Caulk | https://w3id.org/h2kg/hydrogen-ontology#SiliconeCaulk | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Silver Foil | https://w3id.org/h2kg/hydrogen-ontology#SilverFoil | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Silver Nanoparticle Ink ME 603 | https://w3id.org/h2kg/hydrogen-ontology#SilverNanoparticleInkME603 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Silver Nanowire | https://w3id.org/h2kg/hydrogen-ontology#SilverNanowire | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Smart Elastomeric Cellular Foam | https://w3id.org/h2kg/hydrogen-ontology#SmartElastomericCellularFoam | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=4
Sodium Acetate | https://w3id.org/h2kg/hydrogen-ontology#SodiumAcetate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Sodium Carbonate | https://w3id.org/h2kg/hydrogen-ontology#SodiumCarbonate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Sodium Chloride Electrolyte | https://w3id.org/h2kg/hydrogen-ontology#SodiumChlorideElectrolyte | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Sodium Dodecyl Benzene Sulfonate | https://w3id.org/h2kg/hydrogen-ontology#SodiumDodecylBenzeneSulfonate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Sodium Dodecyl Sulfate | https://w3id.org/h2kg/hydrogen-ontology#SodiumDodecylSulfate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Sodium Geopolymer Lattice | https://w3id.org/h2kg/hydrogen-ontology#SodiumGeopolymerLattice | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Sodium Hydroxide | https://w3id.org/h2kg/hydrogen-ontology#SodiumHydroxide | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Sodium Lauryl Sulfonate | https://w3id.org/h2kg/hydrogen-ontology#SodiumLaurylSulfonate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Sodium Silicate | https://w3id.org/h2kg/hydrogen-ontology#SodiumSilicate | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Sol Gel Modification Process | https://w3id.org/h2kg/hydrogen-ontology#SolGelModificationProcess | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Solar Simulator IV Tester | https://w3id.org/h2kg/hydrogen-ontology#SolarSimulatorIVTester | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Solartron 1260 Impedance Analyzer | https://w3id.org/h2kg/hydrogen-ontology#Solartron1260ImpedanceAnalyzer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
Solid State Ligand Exchange | https://w3id.org/h2kg/hydrogen-ontology#SolidStateLigandExchange | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Solvent | https://w3id.org/h2kg/hydrogen-ontology#Solvent | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=4
Solvent Engineering | https://w3id.org/h2kg/hydrogen-ontology#SolventEngineering | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Solvent Evaporation By Rotavapor | https://w3id.org/h2kg/hydrogen-ontology#SolventEvaporationByRotavapor | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Solvent Evaporation Thickening | https://w3id.org/h2kg/hydrogen-ontology#SolventEvaporationThickening | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Solvent Free Shearing Graphitization Process | https://w3id.org/h2kg/hydrogen-ontology#SolventFreeShearingGraphitizationProcess | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Solvent Physical Property Dataset | https://w3id.org/h2kg/hydrogen-ontology#SolventPhysicalPropertyDataset | type=https://w3id.org/h2kg/hydrogen-ontology#Data | incoming_refs=4
Sonication | https://w3id.org/h2kg/hydrogen-ontology#Sonication | type=https://w3id.org/h2kg/hydrogen-ontology#Manufacturing | incoming_refs=0
Soybean Oil | https://w3id.org/h2kg/hydrogen-ontology#SoybeanOil | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=4
SPAEKC Hydrocarbon Ionomer | https://w3id.org/h2kg/hydrogen-ontology#SPAEKCHydrocarbonIonomer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
SPAEKTM Hydrocarbon Ionomer | https://w3id.org/h2kg/hydrogen-ontology#SPAEKTMHydrocarbonIonomer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
Spectroscopic Ellipsometer | https://w3id.org/h2kg/hydrogen-ontology#SpectroscopicEllipsometer | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
SPEEK 64 | https://w3id.org/h2kg/hydrogen-ontology#SPEEK64 | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=0
SPFSO 2 NHGCIOH Ionomer | https://w3id.org/h2kg/hydrogen-ontology#SPFSO2NHGCIOHIonomer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=3
SPFSO 2 NHGCIOH Membrane | https://w3id.org/h2kg/hydrogen-ontology#SPFSO2NHGCIOHMembrane | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=1
Spray Coater | https://w3id.org/h2kg/hydrogen-ontology#SprayCoater | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=2
Sputter Coater | https://w3id.org/h2kg/hydrogen-ontology#SputterCoater | type=https://w3id.org/h2kg/hydrogen-ontology#Instrument | incoming_refs=1
St Co DMAEMA Oligomer | https://w3id.org/h2kg/hydrogen-ontology#StCoDMAEMAOligomer | type=https://w3id.org/h2kg/hydrogen-ontology#Matter | incoming_refs=3
